,name,album,artist,release_date,length,popularity,key,mode,valence,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,mood,Moods,RF_Results
1218,The Loser,The Loser,Verzache,2016-07-29,131586,74,1,1,0.114,0.748,0.485,0.297,0.27,0.138,-10.613,0.132,123.983,4,1,Sad,True
1219,welcome and goodbye,welcome and goodbye,"Dream, Ivory",2018-03-31,140643,68,0,0,0.673,0.583,0.0196,0.717,0.745,0.0766,-5.212,0.0266,139.995,4,1,Sad,True
1220,Love Is Gone - Acoustic,Love Is Gone (Acoustic),SLANDER,2019-11-13,176971,79,6,1,0.359,0.541,0.882,0.153,1.66e-06,0.16,-10.654,0.0303,139.644,4,1,Sad,True
1221,Try to Be Better (Again),Try to Be Better (Again),Rnla,2020-04-08,140982,54,11,1,0.129,0.619,0.956,0.358,0.642,0.101,-12.621,0.0465,126.119,4,1,Sad,True
1222,Break My Heart Again,Blood Harmony (Deluxe),FINNEAS,2020-08-07,238012,72,4,0,0.489,0.402,0.907,0.151,0.0,0.0941,-14.228,0.04,144.069,4,1,Sad,True
1223,coffee for your head (w rain) - slowed n reverb version,coffee for your head (w rain) [slowed n reverb version],lofi.sad,2021-07-17,165123,48,6,1,0.403,0.337,0.972,0.18,0.974,0.114,-22.923,0.0373,91.881,4,1,Sad,True
1224,unstable,unstable,Otterboy,2020-11-06,97312,42,10,0,0.121,0.805,0.74,0.398,9.22e-05,0.103,-13.726,0.246,63.549,4,1,Sad,True
1225,Superhero,Superhero,Hayd,2019-08-29,241500,60,9,1,0.144,0.626,0.877,0.125,0.0,0.352,-18.968,0.0517,119.907,4,1,Sad,True
1226,Dead and Cold,Dead and Cold,SadBoyProlific,2018-11-10,89652,72,2,0,0.753,0.793,0.867,0.441,0.0,0.111,-10.297,0.579,74.746,4,1,Sad,True
1227,Heather,Kid Krow,Conan Gray,2020-03-20,198040,86,5,1,0.27,0.357,0.584,0.425,0.0,0.322,-7.301,0.0333,102.078,3,1,Sad,True
1228,Please Come Back,Please Come Back,Teqkoi,2018-03-20,121521,61,9,0,0.345,0.737,0.51,0.241,0.00572,0.108,-16.034,0.0882,100.0,4,1,Sad,True
1229,eyes blue x heather - Slowed,eyes blue x heather (Slowed),Lofi Cloud,2021-02-12,200176,62,7,1,0.643,0.777,0.95,0.456,0.491,0.186,-15.598,0.271,129.587,4,1,Sad,True
1230,MINE,MINE,awfultune,2019-02-12,175354,66,1,1,0.217,0.693,0.845,0.0693,1.14e-06,0.142,-20.707,0.0492,67.448,3,1,Sad,True
1231,this is home - slowed n reverb,this is home (slowed n reverb),lofi.sad,2021-11-02,266606,43,3,1,0.106,0.44,0.945,0.219,0.000123,0.118,-15.445,0.0354,117.862,3,1,Sad,True
1232,I Know You're Not Happy,I Know You're Not Happy,Powfu,2018-09-23,197616,52,6,1,0.39,0.546,0.909,0.381,0.00167,0.119,-14.594,0.0367,139.621,4,1,Sad,True
1233,Do You Ever Think of Me?,Worn Out Heart,yaeow,2020-06-11,125538,54,1,1,0.662,0.771,0.7,0.253,0.0,0.0627,-13.368,0.182,129.944,4,1,Sad,True
1234,Bye.,Bye.,Mia Smith,2018-09-14,199113,50,7,0,0.197,0.417,0.992,0.0529,0.0,0.129,-18.221,0.0411,71.82,3,1,Sad,True
1235,Hindenburg Lover,Hindenburg Lover,Anson Seabra,2020-04-29,302894,32,8,1,0.208,0.519,0.891,0.241,0.0,0.323,-13.076,0.119,99.947,4,1,Sad,True
1236,Girl Can Get Sad,Girl Can Get Sad,Imfinenow,2020-01-24,175412,43,1,1,0.301,0.544,0.983,0.127,0.417,0.445,-16.098,0.0349,78.016,4,1,Sad,True
1237,I Never Did,I Never Did,Dyslm,2019-03-30,124330,45,5,0,0.215,0.68,0.952,0.209,0.232,0.108,-15.408,0.0761,126.501,4,1,Sad,True
1238,if you don´t,my first songs,yaeow,2020-05-22,83076,0,9,1,0.0702,0.557,0.826,0.255,0.916,0.114,-15.11,0.0389,130.076,4,1,Sad,True
1239,you were good to me,brent,Jeremy Zucker,2019-05-03,219146,80,2,1,0.206,0.561,0.913,0.0848,2.62e-05,0.112,-15.099,0.0404,102.128,4,1,Sad,True
1240,Sanctuary,Nectar,Joji,2020-09-25,180018,75,1,1,0.332,0.552,0.387,0.638,0.00014,0.374,-7.474,0.11,167.834,4,1,Sad,True
1241,A Soulmate Who Wasn’t Meant to Be,"Do You Love Me, or Are You Just Lonely?",Jess Benko,2019-07-19,316556,72,9,0,0.087,0.571,0.948,0.0274,6.43e-06,0.322,-20.274,0.0649,124.209,3,1,Sad,True
1242,This Side of Paradise - slowed,This Side of Paradise (slowed),Coyote Theory,2021-02-12,304820,62,5,1,0.313,0.39,0.475,0.514,0.000595,0.116,-10.915,0.0295,125.567,4,1,Sad,True
1243,chance with you,chance with you,mehro,2021-02-17,215515,51,4,0,0.383,0.562,0.864,0.494,0.0259,0.153,-8.13,0.0278,144.104,4,1,Sad,True
1244,be someone to never lose,missing angel,Timmies,2020-04-24,98995,46,11,1,0.528,0.785,0.779,0.3,6.83e-06,0.165,-9.348,0.0709,96.986,4,1,Sad,True
1245,3:00 AM,Our Love,Finding Hope,2017-10-27,201951,72,0,0,0.0346,0.55,0.563,0.147,0.00102,0.286,-18.675,0.0404,81.991,4,1,Sad,True
1246,Behind the Clouds,Behind the Clouds,yaeow,2020-09-17,160000,51,3,1,0.276,0.579,0.938,0.109,0.0344,0.108,-16.129,0.0379,134.98,4,1,Sad,True
1247,Jocelyn Flores,17,XXXTENTACION,2017-08-25,119133,86,0,0,0.437,0.872,0.469,0.391,4.13e-06,0.297,-9.144,0.242,134.021,4,1,Sad,True
1248,Forever,Divinely Uninspired To A Hellish Extent,Lewis Capaldi,2019-05-17,210863,74,1,1,0.364,0.646,0.873,0.355,0.0,0.115,-7.119,0.0263,84.988,4,1,Sad,True
1249,Dancing On My Own,Only Human (Deluxe),Calum Scott,2018-03-09,260285,82,1,1,0.231,0.681,0.837,0.174,3.35e-05,0.0983,-8.745,0.0315,112.672,4,1,Sad,True
1250,Someone You Loved,Divinely Uninspired To A Hellish Extent,Lewis Capaldi,2019-05-17,182160,87,1,1,0.446,0.501,0.751,0.405,0.0,0.105,-5.679,0.0319,109.891,4,1,Sad,True
1251,Skinny Love,Birdy,Birdy,2011-11-04,201080,74,4,1,0.169,0.379,0.952,0.29,0.00106,0.118,-8.485,0.051,166.467,4,1,Sad,True
1252,Waves,A Place We Knew,Dean Lewis,2019-03-22,240013,77,11,0,0.343,0.518,0.183,0.729,0.0,0.0643,-7.193,0.0452,156.879,4,1,Sad,True
1253,Someone To You,Empires On Fire,BANNERS,2017-11-03,219800,74,2,1,0.663,0.468,0.00568,0.936,0.0,0.24,-3.683,0.0455,75.05,4,1,Sad,True
1254,Happiest Year,Happiest Year,Jaymes Young,2019-07-12,228442,79,1,1,0.356,0.501,0.885,0.167,0.0,0.111,-14.061,0.0484,112.275,3,1,Sad,True
1255,All I Want,In A Perfect World (Expanded Edition),Kodaline,2013-06-17,305746,82,0,1,0.159,0.188,0.174,0.411,0.153,0.0843,-9.733,0.0484,187.376,3,1,Sad,True
1256,Hold On,Hold On,Chord Overstreet,2017-02-03,198853,81,2,1,0.167,0.618,0.469,0.443,0.0,0.0829,-9.681,0.0526,119.949,4,1,Sad,True
1257,Remember Who I Was,Back from the Edge,James Arthur,2016-10-28,177933,47,8,1,0.182,0.35,0.848,0.34,9.41e-06,0.112,-9.124,0.0491,79.559,4,1,Sad,True
1258,Certain Things (feat. Chasing Grace),James Arthur (Deluxe),James Arthur,2013-11-04,233466,61,9,1,0.266,0.511,0.471,0.621,9.72e-05,0.0893,-8.751,0.123,129.885,4,1,Sad,True
1259,Surrender,Surrender,Natalie Taylor,2019-10-29,183103,76,5,0,0.077,0.39,0.8,0.448,0.182,0.107,-8.57,0.0276,144.89,5,1,Sad,True
1260,You Are The Reason,Only Human (Deluxe),Calum Scott,2018-03-09,204326,82,10,1,0.22,0.329,0.918,0.235,0.0,0.137,-7.699,0.0303,171.006,3,1,Sad,True
1261,Be Alright,Be Alright,Dean Lewis,2018-06-29,196373,81,11,1,0.443,0.553,0.697,0.586,0.0,0.0813,-6.319,0.0362,126.684,4,1,Sad,True
1262,This City,This City,Sam Fischer,2019-12-11,194853,81,11,1,0.519,0.605,0.733,0.377,0.0,0.0808,-6.213,0.0443,73.877,4,1,Sad,True
1263,Medicine,Wild Youth,Daughter,2012-01-01,258973,64,3,1,0.207,0.166,0.106,0.298,0.206,0.572,-12.439,0.032,78.437,5,1,Sad,True
1264,Bruises,Divinely Uninspired To A Hellish Extent,Lewis Capaldi,2019-05-17,220492,81,4,1,0.361,0.736,0.946,0.308,0.0,0.186,-7.83,0.0677,111.202,4,1,Sad,True
1265,Almost Lover,One Cell In The Sea,A Fine Frenzy,2007,268800,51,0,1,0.167,0.549,0.947,0.24,0.0,0.106,-7.778,0.0338,119.58,4,1,Sad,True
1266,Stay Awake - Acoustic,Stay Awake (Acoustic),Dean Lewis,2019-05-31,198978,48,2,1,0.304,0.596,0.898,0.238,5.11e-05,0.19,-9.381,0.0471,93.847,4,1,Sad,True
1267,death bed (coffee for your head),death bed (coffee for your head),Powfu,2020-02-08,173333,85,8,0,0.348,0.726,0.731,0.431,0.0,0.696,-8.765,0.135,144.026,4,1,Sad,True
1268,Falling,Nicotine,Trevor Daniel,2020-03-26,159381,36,10,0,0.236,0.784,0.123,0.43,0.0,0.0887,-8.756,0.0364,127.087,4,1,Sad,True
1269,Before You Go,Before You Go,Lewis Capaldi,2019-11-19,215106,78,3,1,0.183,0.459,0.604,0.575,0.0,0.0885,-4.858,0.0573,111.881,4,1,Sad,True
1270,everything i wanted,everything i wanted,Billie Eilish,2019-11-13,245425,82,6,0,0.243,0.704,0.902,0.225,0.657,0.106,-14.454,0.0994,120.006,4,1,Sad,True
1271,Say You Won't Let Go,Back from the Edge,James Arthur,2016-10-28,211466,85,10,1,0.494,0.358,0.695,0.557,0.0,0.0902,-7.398,0.059,85.043,4,1,Sad,True
1272,Jealous,Jealous,Labrinth,2014-11-21,287693,7,1,1,0.104,0.439,0.874,0.153,0.0,0.107,-8.95,0.0479,116.76,3,1,Sad,True
1273,Let Me Down Slowly,Narrated For You,Alec Benjamin,2018-11-16,169353,84,1,0,0.483,0.652,0.74,0.557,0.0,0.124,-5.714,0.0318,150.073,4,1,Sad,True
1274,Can I Be Him,Back from the Edge,James Arthur,2016-10-28,246880,77,11,1,0.479,0.696,0.308,0.543,0.0,0.0939,-6.164,0.0489,107.969,4,1,Sad,True
1275,"Fire On Fire - From ""Watership Down""","Fire On Fire (From ""Watership Down"")",Sam Smith,2018-12-21,246735,71,1,0,0.341,0.584,0.476,0.407,0.0,0.18,-7.356,0.046,115.124,4,1,Sad,True
1276,Yellow Lights,Yesterday's Tomorrow Night,Harry Hudson,2018-03-30,171381,65,3,1,0.306,0.444,0.844,0.21,0.0,0.0956,-10.811,0.0516,145.944,1,1,Sad,True
1277,Heather,Kid Krow,Conan Gray,2020-03-20,198040,86,5,1,0.27,0.357,0.584,0.425,0.0,0.322,-7.301,0.0333,102.078,3,1,Sad,True
1278,7 Minutes,7 Minutes,Dean Lewis,2019-01-18,211453,64,10,1,0.712,0.613,0.526,0.739,0.0,0.149,-6.478,0.0311,104.966,4,1,Sad,False
1279,One,Divinely Uninspired To A Hellish Extent,Lewis Capaldi,2019-05-17,179907,66,9,1,0.512,0.708,0.834,0.339,0.0,0.128,-7.085,0.0409,117.995,4,1,Sad,True
1280,i love you,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,2019-03-29,291796,80,0,1,0.12,0.421,0.952,0.131,0.00453,0.109,-18.435,0.0382,137.446,4,1,Sad,True
1281,Teenage Mind,Teenage Mind,Tate McRae,2018-08-17,155205,67,4,0,0.12,0.671,0.75,0.337,1.38e-06,0.11,-9.762,0.0605,119.716,4,1,Sad,True
1282,Half A Man,A Place We Knew,Dean Lewis,2019-03-22,179120,75,0,1,0.343,0.507,0.855,0.204,0.0,0.143,-11.575,0.0504,77.765,4,1,Sad,True
1283,Before You Go,Divinely Uninspired To A Hellish Extent (Extended Edition),Lewis Capaldi,2019-11-22,215106,84,3,1,0.183,0.459,0.604,0.575,0.0,0.0885,-4.858,0.0573,111.881,4,1,Sad,True
1284,One Day,One Day,Tate McRae,2017-12-24,202496,72,0,1,0.355,0.52,0.922,0.119,0.0,0.0883,-12.148,0.0407,69.217,4,1,Sad,True
1285,changes,?,XXXTENTACION,2018-03-16,121886,81,11,1,0.52,0.669,0.883,0.308,0.0,0.0984,-10.068,0.029,64.934,4,1,Sad,True
1286,Bored,Bored,Billie Eilish,2017-03-30,180933,88,7,1,0.112,0.614,0.896,0.318,0.00239,0.0795,-12.695,0.0478,119.959,4,1,Sad,True
1287,i'm closing my eyes,i'm closing my eyes,potsu,2017-05-17,118302,70,0,0,0.546,0.895,0.534,0.109,0.549,0.106,-13.853,0.0996,134.067,4,1,Sad,True
1288,Get You The Moon (feat. Snøw),Get You The Moon (feat. Snøw),Kina,2018-10-08,179080,81,1,0,0.0895,0.498,0.72,0.235,0.0,0.144,-16.541,0.188,118.917,4,1,Sad,True
1289,Already Gone,"Covers, Vol. 2",Sleeping At Last,2016-11-04,243007,72,3,1,0.298,0.418,0.954,0.248,4.21e-06,0.108,-9.997,0.0451,130.953,4,1,Sad,True
1290,Not Even Her (feat. Shiloh),Intimacy,Floreyyyy,2018-01-05,174699,58,11,1,0.567,0.836,0.76,0.0812,0.00418,0.136,-13.682,0.184,105.635,4,1,Sad,True
1291,I Found,5AM (Expanded Edition),Amber Run,2015-04-20,273000,76,7,0,0.252,0.567,0.862,0.303,0.00563,0.104,-12.481,0.0351,124.949,4,1,Sad,True
1292,Chemicals,A Place We Knew,Dean Lewis,2019-03-22,221706,59,11,1,0.186,0.551,0.679,0.463,1.3e-06,0.14,-9.683,0.0391,80.922,4,1,Sad,True
1293,When You Love Someone,Chapters,James TW,2019-04-26,216560,78,7,1,0.348,0.681,0.263,0.453,0.0,0.0543,-6.09,0.0278,125.772,4,1,Sad,True
1294,It's You,YOU,Ali Gatie,2019-11-08,212606,81,11,0,0.397,0.732,0.374,0.463,0.0,0.194,-6.972,0.0287,95.971,4,1,Sad,True
1295,Falling,Fine Line,Harry Styles,2019-12-13,240133,85,4,1,0.0592,0.567,0.839,0.267,1.46e-06,0.089,-6.502,0.0299,110.011,4,1,Sad,True
1296,Touch,Atlas: II,Sleeping At Last,2019-11-01,256299,71,0,1,0.18,0.415,0.955,0.104,3.79e-06,0.104,-11.83,0.0426,82.006,3,1,Sad,True
1297,Sign of the Times,Harry Styles,Harry Styles,2017-05-12,340706,82,5,1,0.222,0.516,0.0275,0.595,0.0,0.109,-4.63,0.0313,119.972,4,1,Sad,True
1298,To Build A Home,Ma Fleur,The Cinematic Orchestra,2007-05-07,371320,0,9,1,0.0754,0.266,0.884,0.127,0.391,0.0957,-15.417,0.0339,147.809,4,1,Sad,True
1299,IDK You Yet,IDK You Yet,Alexander 23,2020-04-09,184638,5,1,1,0.191,0.629,0.884,0.306,0.0776,0.124,-11.735,0.0424,76.994,1,1,Sad,True
1300,Broken,Broken,Anson Seabra,2019-08-08,305675,0,6,1,0.239,0.551,0.957,0.0754,0.0,0.154,-14.203,0.059,98.348,4,1,Sad,True
1301,Hold Me While You Wait,Divinely Uninspired To A Hellish Extent,Lewis Capaldi,2019-05-17,205686,78,11,1,0.162,0.688,0.443,0.53,0.0,0.0995,-5.507,0.0333,106.958,4,1,Sad,True
1302,you broke me first,you broke me first,Tate McRae,2020-04-17,169265,86,4,1,0.0823,0.667,0.785,0.373,0.0,0.0906,-9.389,0.05,124.148,4,1,Sad,True
1303,Falling Like The Stars,YOU,James Arthur,2019-10-18,211653,71,6,1,0.164,0.3,0.79,0.347,2.14e-06,0.111,-9.542,0.0364,169.361,3,1,Sad,True
1304,You Broke My Heart Again,You Broke My Heart Again,Teqkoi,2018-10-13,103400,71,3,1,0.224,0.55,0.956,0.143,0.0,0.195,-15.685,0.241,74.918,4,1,Sad,True
1305,Maybe,Divinely Uninspired To A Hellish Extent,Lewis Capaldi,2019-05-17,210116,60,4,1,0.341,0.681,0.65,0.636,0.0,0.258,-5.485,0.0409,96.966,4,1,Sad,True
1306,Yellow,Parachutes,Coldplay,2000-07-10,266773,86,11,1,0.285,0.429,0.00239,0.661,0.000121,0.234,-7.227,0.0281,173.372,4,1,Sad,True
1307,You're Somebody Else - Acoustic,You're Somebody Else,flora cash,2017-06-16,219029,37,1,1,0.372,0.376,0.93,0.247,2.91e-06,0.107,-9.96,0.0402,205.518,4,1,Sad,True
1308,Heal,Long Way Down,Tom Odell,2013-09-17,195240,46,1,1,0.12,0.455,0.952,0.179,0.00056,0.106,-12.938,0.0389,73.698,4,1,Sad,True
1309,Train Wreck,Back from the Edge,James Arthur,2016-10-28,208826,82,6,0,0.225,0.311,0.701,0.485,0.0,0.0726,-5.726,0.0365,77.355,4,1,Sad,True
1310,Lose My Mind - Acoustic,Same Kind Of Different (Acoustic),Dean Lewis,2017-11-17,193628,0,8,1,0.195,0.514,0.944,0.216,1.18e-06,0.0939,-10.754,0.0519,101.294,3,1,Sad,True
1311,Need You Now - Acoustic,Need You Now (Acoustic),Dean Lewis,2017-06-30,203262,63,10,1,0.381,0.601,0.911,0.317,0.0,0.181,-8.945,0.0497,137.95,4,1,Sad,True
1312,Leaving My Love Behind,Divinely Uninspired To A Hellish Extent (Extended Edition),Lewis Capaldi,2019-11-22,210213,65,2,1,0.135,0.409,0.65,0.446,0.0,0.0862,-4.836,0.0317,75.638,4,1,Sad,True
1313,I Fall Apart,Stoney (Deluxe),Post Malone,2016-12-09,223346,80,8,0,0.291,0.556,0.0689,0.538,0.0,0.196,-5.408,0.0382,143.95,4,1,Sad,True
1314,18,FOUR (Deluxe),One Direction,2014-11-17,248360,77,6,0,0.221,0.681,0.22,0.582,0.0,0.119,-7.76,0.0313,124.038,4,1,Sad,True
1315,A Drop In The Ocean,The Bedroom Demos,Ron Pope,2008-05-04,220239,71,5,1,0.564,0.447,0.785,0.393,0.0,0.28,-8.65,0.038,73.139,3,1,Sad,True
1316,Hey There Delilah,All That We Needed,Plain White T's,2005-01-01,232533,80,2,1,0.298,0.656,0.872,0.291,0.0,0.114,-10.572,0.0293,103.971,4,1,Sad,True
1317,This Town,Flicker (Deluxe),Niall Horan,2017-10-20,232852,78,9,1,0.195,0.677,0.712,0.401,0.0,0.116,-8.467,0.0308,111.825,4,1,Sad,False
1318,Ophelia,Cleopatra,The Lumineers,2016-04-08,160097,75,5,1,0.566,0.664,0.613,0.573,0.000363,0.0857,-6.519,0.0277,76.023,4,1,Sad,True
1319,ily (i love you baby) (feat. Emilee),ily (i love you baby) (feat. Emilee),Surf Mesa,2019-11-26,176546,80,11,0,0.33,0.674,0.0686,0.774,0.00188,0.393,-7.567,0.0892,112.05,4,1,Sad,True
1320,Wonder,Wonder,Shawn Mendes,2020-10-02,172692,76,1,0,0.132,0.333,0.131,0.637,1.8e-05,0.149,-4.904,0.0581,139.898,4,1,Sad,False
1321,If You Want Love,Perception,NF,2017-10-06,199386,76,0,1,0.245,0.551,0.659,0.386,0.0,0.125,-10.22,0.132,116.409,1,1,Sad,True
1322,Are You With Me,Are You With Me,nilu,2018-01-25,249661,1,9,1,0.0608,0.172,0.687,0.409,6.88e-05,0.103,-8.668,0.0324,83.995,4,1,Sad,True
1323,The Night We Met,Strange Trails,Lord Huron,2015-04-07,208211,77,2,1,0.1,0.545,0.969,0.366,0.267,0.641,-9.51,0.0378,86.997,3,1,Sad,True
1324,Lonely (with benny blanco),Lonely (with benny blanco),Justin Bieber,2020-10-16,149297,79,11,0,0.0927,0.631,0.864,0.239,0.0,0.116,-7.071,0.0398,79.859,4,1,Sad,True
1325,Memories,Memories,Maroon 5,2019-09-20,189486,38,11,1,0.575,0.764,0.837,0.32,0.0,0.0822,-7.209,0.0546,91.019,4,1,Sad,True
1326,Falling,Falling,Trevor Daniel,2018-10-05,159381,47,10,0,0.236,0.785,0.123,0.431,0.0,0.0887,-8.756,0.0364,127.085,4,1,Sad,True
1327,July,July,Noah Cyrus,2019-07-31,156106,2,9,0,0.321,0.708,0.868,0.186,0.0,0.0779,-8.953,0.0422,72.541,4,1,Sad,True
1328,It Will Rain,It Will Rain,Bruno Mars,2011-09-27,257847,63,2,1,0.434,0.574,0.359,0.824,0.0,0.0816,-6.885,0.0463,149.981,4,1,Sad,True
1329,Talking to the Moon,Doo-Wops & Hooligans,Bruno Mars,2010-10-05,217866,83,1,0,0.0784,0.498,0.511,0.59,0.0,0.107,-4.721,0.032,145.867,4,1,Sad,True
1330,"...And To Those I Love, Thanks For Sticking Around",STOP STARING AT THE SHADOWS,$uicideboy$,2020-02-14,168489,6,2,1,0.11,0.792,0.13,0.512,8.82e-05,0.14,-6.875,0.0408,113.978,4,1,Sad,True
1331,Devil Eyes,Providence,Hippie Sabotage,2016-02-05,131271,80,1,0,0.199,0.391,0.702,0.396,0.405,0.315,-8.621,0.189,99.112,5,1,Sad,True
1332,Eyes Blue Like The Atlantic,Eyes Blue Like The Atlantic,Sista Prod,2019-04-25,154549,0,9,0,0.476,0.736,0.65,0.279,0.000312,0.246,-16.926,0.903,76.431,4,1,Sad,True
1333,scared,brent,Jeremy Zucker,2019-05-03,207520,68,5,1,0.347,0.583,0.933,0.075,1.4e-06,0.111,-15.843,0.0726,108.418,4,1,Sad,True
1334,Fear Of The Water,Fear Of The Water,Samson Ace Miller,2020-08-21,206048,0,9,0,0.0641,0.702,0.681,0.364,0.0134,0.108,-12.513,0.0477,102.566,4,1,Sad,True
1335,Clocks,A Rush of Blood to the Head,Coldplay,2002-08-08,307879,78,5,0,0.255,0.577,0.599,0.749,0.0115,0.183,-7.215,0.0279,130.97,4,1,Sad,True
1336,Take Me Home,I Cry When I Laugh,Jess Glynne,2015,265381,58,9,1,0.238,0.558,0.292,0.451,0.0,0.101,-6.163,0.0388,150.008,4,1,Sad,True
1337,Clouds,Clouds,Zach Sobiech,2012-12-14,179626,54,2,1,0.211,0.659,0.151,0.64,0.00477,0.109,-6.544,0.0263,96.935,4,1,Sad,True
1338,"When I Look at You , Male Ver","When I Look at You , Male Ver",VitaminMer,2020-10-16,285582,0,3,1,0.351,0.476,0.844,0.261,0.0,0.122,-10.412,0.0318,117.977,3,1,Sad,True
1339,Therefore I Am,Therefore I Am,Billie Eilish,2020-11-12,174321,79,11,0,0.716,0.889,0.218,0.34,0.13,0.055,-7.773,0.0697,94.009,4,1,Sad,False
1340,Can’t Imagine,Wonder,Shawn Mendes,2020-12-04,149768,54,0,1,0.375,0.412,0.849,0.162,2.16e-06,0.354,-14.356,0.146,179.63,5,1,Sad,True
1341,Put A Little Love On Me,Put A Little Love On Me,Niall Horan,2019-12-06,224585,68,10,1,0.299,0.584,0.678,0.465,0.0,0.106,-4.88,0.0262,95.969,4,1,Sad,True
1342,Falling Like The Stars,Falling Like The Stars,James Arthur,2019-05-10,212720,74,6,1,0.19,0.296,0.823,0.351,1.45e-06,0.11,-9.538,0.0352,177.06,3,1,Sad,True
1343,Turning Page,The Twilight Saga: Breaking Dawn - Part 1 (Original Motion Picture Soundtrack),Various Artists,2011-11-04,255373,55,3,1,0.189,0.304,0.912,0.379,0.025,0.112,-8.484,0.029,125.203,4,1,Sad,True
1344,Night Changes,FOUR (Deluxe),One Direction,2014-11-17,226600,82,8,1,0.37,0.672,0.859,0.52,0.0,0.115,-7.747,0.0353,120.001,4,1,Sad,True
1345,Umbrella,Umbrella,Ember Island,2017-07-21,237793,70,1,1,0.141,0.349,0.827,0.446,0.00722,0.0808,-11.327,0.0522,79.338,4,1,Sad,True
1346,Grace,Divinely Uninspired To A Hellish Extent,Lewis Capaldi,2019-05-17,185657,71,4,1,0.488,0.722,0.435,0.565,0.0,0.165,-5.848,0.0335,104.483,4,1,Sad,True
1347,Atlantis,Tell Me It's Real (Expanded Edition),Seafret,2016-01-29,229173,75,8,0,0.213,0.4,0.0529,0.479,2.14e-06,0.115,-7.989,0.0308,166.159,4,1,Sad,True
1348,drivers license,drivers license,Olivia Rodrigo,2021-01-08,242013,40,10,1,0.132,0.585,0.721,0.436,1.31e-05,0.105,-8.761,0.0601,143.874,4,1,Sad,True
1349,lovely (with Khalid),lovely (with Khalid),Billie Eilish,2018-04-19,200185,87,4,0,0.12,0.351,0.934,0.296,0.0,0.095,-10.109,0.0333,115.284,4,1,Sad,True
1350,Dancing With Your Ghost,Dancing With Your Ghost,Sasha Alex Sloan,2019-06-28,197732,80,11,1,0.389,0.629,0.768,0.328,2.5e-05,0.103,-8.284,0.029,74.953,4,1,Sad,True
1351,The Night We Met,Strange Trails,Lord Huron,2015-04-06,208211,2,9,1,0.0989,0.443,0.969,0.369,0.277,0.638,-9.514,0.0441,174.107,3,1,Sad,True
1352,Don't Let Go,Don't Let Go,Sik World,2020-04-22,224332,51,11,1,0.0721,0.762,0.404,0.425,1.23e-06,0.111,-10.131,0.0629,140.05,4,1,Sad,True
1353,Remember That Night?,Remember That Night?,Sara Kays,2020-11-06,227186,79,7,0,0.554,0.679,0.585,0.61,9.51e-05,0.156,-10.936,0.0305,123.978,4,1,Sad,True
1354,Same Room,Same Room,JP Saxe,2019-06-28,233465,54,7,1,0.418,0.455,0.623,0.386,0.0,0.102,-10.883,0.0675,134.093,4,1,Sad,True
1355,Can We Kiss Forever?,Can We Kiss Forever?,Kina,2018-08-31,187931,79,4,1,0.124,0.522,0.894,0.128,0.026,0.0941,-18.717,0.0357,109.986,4,1,Sad,True
1356,you broke me first,you broke me first,Tate McRae,2020-04-17,169265,86,4,1,0.0823,0.667,0.785,0.373,0.0,0.0906,-9.389,0.05,124.148,4,1,Sad,True
1357,Repeat Until Death,Birthplace,Novo Amor,2018-10-19,234080,72,1,1,0.0875,0.233,0.982,0.15,0.36,0.154,-11.736,0.0336,143.887,3,1,Sad,True
1358,State Lines,Birthplace,Novo Amor,2018-10-19,208653,73,9,1,0.151,0.509,0.959,0.31,0.229,0.0963,-10.623,0.0313,137.474,3,1,Sad,True
1359,Carry You,Bathing Beach,Novo Amor,2017-05-26,273106,69,7,1,0.035,0.334,0.558,0.397,0.0774,0.126,-7.993,0.0284,93.445,4,1,Sad,True
1360,Anchor,Bathing Beach,Novo Amor,2017-05-26,257533,77,9,1,0.126,0.457,0.805,0.407,0.884,0.126,-11.475,0.0308,117.053,4,1,Sad,True
1361,attached,the way we used to love.,eli.,2019-02-22,220000,58,1,0,0.0485,0.753,0.663,0.501,0.0,0.0829,-5.495,0.124,143.873,4,1,Sad,True
1362,worthless,the way we used to love.,eli.,2019-02-22,270240,61,9,1,0.0832,0.675,0.016,0.53,0.0,0.111,-4.196,0.0385,124.991,4,1,Sad,True
1363,River Flows In You,Yiruma 2nd Album 'First Love' (The Original & the Very First Recording),Yiruma,2001-11-27,188786,3,9,1,0.116,0.315,0.987,0.22,0.943,0.0802,-21.343,0.0514,145.195,4,1,Sad,True
1364,Where's My Love,SYML,SYML,2019-05-03,202009,78,0,0,0.365,0.608,0.854,0.358,0.0186,0.113,-10.018,0.0253,103.94,4,1,Sad,True
1365,I Found,5AM (Expanded Edition),Amber Run,2015-04-20,273000,76,7,0,0.252,0.567,0.862,0.303,0.00563,0.104,-12.481,0.0351,124.949,4,1,Sad,True
1366,One More Light,One More Light,Linkin Park,2017-05-19,255066,71,8,1,0.17,0.593,0.904,0.2,0.0,0.0897,-11.063,0.0311,83.966,4,1,Sad,True
1367,There Must Be Something in the Water,There Must Be Something in the Water,Kevin Close,2019-11-18,219193,48,1,0,0.318,0.698,0.884,0.379,0.0,0.261,-7.661,0.0447,110.832,4,1,Sad,True
